"Link","Affiliations","Publisher","Abbreviated Source Title"
"https://www.scopus.com/pages/publications/85137544286?origin=resultslist","Department of Industrial Management, Persian Gulf University, Bushehr, 75169, Iran; Faculty of Engineering and Information Technology, University of Technology Sydney, Ultimo, Australia; Computer Science and Engineering Department, University of Westminster, London, United Kingdom","Springer Science and Business Media Deutschland GmbH","Stud. Syst. Decis. Control"
"https://www.scopus.com/pages/publications/85105112886?origin=resultslist","Security Group, Mathematics and Computer Science, Technical University of Eindhoven, Netherlands; Department of Data Science, Philips Research, Eindhoven, Netherlands","Academic Press","Mech Syst Signal Process"
"https://www.scopus.com/pages/publications/85109368384?origin=resultslist","Department of Computing, Coimbatore Institute of Technology, Coimbatore, India","John Wiley and Sons Ltd","Concurr. Comput. Pract. Exper."
"https://www.scopus.com/pages/publications/85118889863?origin=resultslist","Faculty of Computer Engineering, Najafabad Branch, Islamic Azad University, Najafabad, 1584743311, Iran; Big Data Research Center, Najafabad Branch, Islamic Azad University, Najafabad, 1584743311, Iran; Centre for Artificial Intelligence Research and Optimisation, Torrens University Australia, Fortitude Valley, 4006, QLD, Australia; Yonsei Frontier Lab, Yonsei University, Seoul, 03722, South Korea","MDPI","Algorithms"
"https://www.scopus.com/pages/publications/85116579452?origin=resultslist","Department of Electrical Engineering, National Institute of Technology Jamshedpur, Jamshedpur, India","De Gruyter Open Ltd","Int. J. Emerg. Electr. Power Syst."
"https://www.scopus.com/pages/publications/85103785233?origin=resultslist","Department of Electrical Engineering, Sharif University of Technology, Tehran, 111554363, Iran; Electrical Engineering and Automation Department, Aalto University, Espoo, 00076, Finland","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Sustainable Energy"
"https://www.scopus.com/pages/publications/85120044208?origin=resultslist","Dept. of Electrical Engineering, Hankyong National University, South Korea; IT Fusion Research Institute, South Korea","Korean Institute of Electrical Engineers","Trans. Korean Inst. Electr. Eng."
"https://www.scopus.com/pages/publications/85121659600?origin=resultslist","DIAEE—Department of Astronautics, Energy and Electrical Engineering, University of Rome Sapienza, Via Eudossiana 18, Rome, 00184, Italy; TERNA, Viale Egidio Galbani 70, Rome, 00056, Italy","MDPI","Energies"
"https://www.scopus.com/pages/publications/85107634001?origin=resultslist","University of Calgary, Calgary, Canada; Faculty of School of Electrical and Computer Engineering, Tarbiat Modares University, Tehran, Iran; Faculty of Department of Electrical and Computer Engineering, Schulich School of Engineering, University of Calgary, Calgary, Canada","Elsevier Ltd","Int J Electr Power Energy Syst"
"https://www.scopus.com/pages/publications/85141646097?origin=resultslist","Sevastopol State University, Sevastopol, Russian Federation; Research Agricultural-Engineering Center VIM, Moscow, Russian Federation","Nova Science Publishers, Inc.","Adv. of Mach. Learn. in Clean Energy and the Transp. Ind."
"https://www.scopus.com/pages/publications/105025080855?origin=resultslist","Department of Electrical and Computer Engineering, University of Florida, United States","Cambridge University Press","Control Systems and Reinforcement Learning"
"https://www.scopus.com/pages/publications/85121810853?origin=resultslist","College of Information and Electrical Engineering, China Agricultural University, Beijing, China; State Key Laboratory of Alternate Electrical Power System with Renewable Energy Sources, North China Electric Power University), Beijing, China","Frontiers Media S.A.","Front. Energy Res."
"https://www.scopus.com/pages/publications/85116901365?origin=resultslist","Center for the Built Environment, University of California, Berkeley, Berkeley, CA, United States; Thrust of Sustainable Energy and Environment, Function Hub, The Hong Kong University of Science and Technology, Guangzhou, China; College of Civil Engineering, National Center for International Research Collaboration in Building Safety and Environment, Hunan University, Changsha, Hunan, China; Faculty of Architecture and The Built Environment, Delft University of Technology, Delft, Netherlands; Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States","Elsevier Ltd","Energy Convers. Manage."
"https://www.scopus.com/pages/publications/85120698024?origin=resultslist","Department of Computer Science and System Engineering, Andhra University College of Engineering, Visakhapatnam, India","Institute of Advanced Engineering and Science","Indones. J. Electrical Eng. Comput. Sci."
"https://www.scopus.com/pages/publications/85105270381?origin=resultslist","Center for Energy Science and Technology, Skolkovo Institute of Science and Technology, Moscow, Russian Federation","Elsevier Ltd","Int J Electr Power Energy Syst"
"https://www.scopus.com/pages/publications/85114128747?origin=resultslist","King Fahd University, Academic Belt Road, Dhahran 31261, Saudi Arabia; Department of Electrical Engineering and Computer Science, York University, 4700 Keele Street, Toronto, ON, M3J 1P3, Canada","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/85137703362?origin=resultslist","School of Science, Inner Mongolia University of Technology, Inner Mongolia, Hohhot, 010051, China; School of Electrical and Information Engineering, Anhui University of Science and Technology, Anhui, Huainan, 232001, China","Hindawi Limited","Sci. Program"
"https://www.scopus.com/pages/publications/85109374719?origin=resultslist","XM S.A. E.S.P, Cl. 12 Sur N18-168, Medellín, Colombia; Department of electric power systems engineering., Universidad Tecnológica de Pereira., AA: 97 - Post Code: 660003 - Pereira, Colombia","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/85141513420?origin=resultslist","The University of Texas at Austin, Department of Electrical and Computer Engineering, United States","IEEE Computer Society","IEEE Power Energy Soc. Gen. Meet."
"https://www.scopus.com/pages/publications/105022581607?origin=resultslist","University of California, Riverside, United States","Cambridge University Press","Smart Grid Sensors: Principles and Applications"
"https://www.scopus.com/pages/publications/85158868541?origin=resultslist","","Society of Naval Architects and Marine Engineers","Proc. Int. Ship Offshore Struct. Congr., ISSC"
"https://www.scopus.com/pages/publications/85114631709?origin=resultslist","Department of Engineering Science, Energy and Power Group, University of Oxford, Oxford, OX1 3PJ, United Kingdom","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Smart Grid"
"https://www.scopus.com/pages/publications/85126088663?origin=resultslist","Hubei University of Technology, School of Computer Science, Hubei, Wuhan, 430068, China; Lublin University of Technology, Department of Automation, ul. Nadbystrzycka 36, Lublin, 20-618, Poland; Wuhan Fiberhome Technical Services Co., Ltd, Hubei, Wuhan, 430074, China; Wuhan FiberHome Telecommunication Technologies Co., Ltd, Hubei, Wuhan, 430074, China","Polish Academy of Sciences Branch Lublin","Eksploatacja Niezawodnosc"
"https://www.scopus.com/pages/publications/85141090557?origin=resultslist","British Malaysian Institute, Universiti Kuala Lumpur, Sungai Pusu, Kuala Lumpur, 53100, Malaysia; College of Engineering and Computing, Al Ghurair University, Dubai, United Arab Emirates; Faculty of Computing, Riphah International University, Islamabad, Pakistan; MIIT, Universiti Kuala Lumpur, Wilayah Persekutuan, Kuala Lumpur, 50250, Malaysia; Multimedia University (MMU), Cyberjaya, Malaysia; Computer Sciences, Bahria University, Karachi, Pakistan","Hindawi Limited","Int. Trans. Elecr. Energy Sys."
"https://www.scopus.com/pages/publications/85105844208?origin=resultslist","University of Michigan, Dearborn, MI, United States; Department of Electrical Engineering, College of Engineering, Majmaah University, Almajmaah, 11952, Saudi Arabia; Advanced Power and Energy Center, Department of Electrical Engineering and Computer Science, Khalifa University, Abu Dhabi, United Arab Emirates; School of Technology and Innovations, University of Vaasa, Vaasa, Finland","Elsevier Ltd","Int J Electr Power Energy Syst"
"https://www.scopus.com/pages/publications/85118338486?origin=resultslist","Department of Power Engineering, Faculty of Electrical and Computer Engineering, Urmia University, Urmia, Iran","John Wiley and Sons Ltd","Int. Trans. Elecr. Energy Sys."
"https://www.scopus.com/pages/publications/85111252968?origin=resultslist","Shaanxi Key Laboratory of Smart Grid, School of Electrical Engineering, Xi'an Jiaotong University, Xi'an, 710049, Shaanxi, China","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/85136307153?origin=resultslist","College of Computer Science and Engineering Shandong University of Science and Technology, No.579 Qianwan’gang Road, Shandong, Qingdao, 266590, China; Graduate School of Information, Production and Systems Waseda University, Kitakyushu, 808-0135, Japan; College of Computer Science and Engineering Shandong University of Science and Technology, China; Chaoyang University of Technology, Taiwan, Taiwan; Fujian University of Technology, China","Taiwan Ubiquitous Information CO LTD","J. Network Intell."
"https://www.scopus.com/pages/publications/85113230152?origin=resultslist","Mechanical Engineering Department, Colorado School of Mines, Golden, United States","Taylor and Francis Ltd.","J. Build. Perform. Simul."
"https://www.scopus.com/pages/publications/85112620962?origin=resultslist","School of Engineering, University of Warwick, Coventry, CV4 7AL, United Kingdom; Etis, Umr 8051, Cy Cergy Paris Université, Ensea, Cnrs, Cergy-Pontoise, 95000, France; Department of Electrical and Computer Engineering, Princeton University, Princeton, 08544, NJ, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Smart Grid"
"https://www.scopus.com/pages/publications/85119918303?origin=resultslist","College of Vocational Studies, IPB University, Bogor, West Java, Indonesia; College of Vocational Studies, IPB University, Bogor, West Java, Indonesia","Institute of Advanced Engineering and Science","IAES Int. J. Artif. Intell."
"https://www.scopus.com/pages/publications/85116842574?origin=resultslist","Department of Civil Engineering, Faculty of Engineering, Baze University, Abuja, 900108, Nigeria; Department of Electrical Engineering, Faculty of Engineering, Baze University, Abuja, 900108, Nigeria; Department of Energy Systems Engineering, Cyprus International University, Nicosia, 99258, Cyprus; National Advanced School of Engineering, University of Yaoundé I, POB 8390, Yaoundé, Cameroon; Department of Mechanical Engineering, Faculty of Engineering, Baze University, Abuja, 900108, Nigeria; Department of Electrical Engineering, Faculty of Engineering, Kano University of Science and Technology, Wudil, 713211, Nigeria","Elsevier B.V.","Result.  Eng."
